vault_address,vault_name,chain_id,timestamp,date,tvl_usd,total_assets_raw
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1769817600,2026-01-31,65130.01982481491,65149931515
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1769731200,2026-01-30,65129.52814005844,65149020261
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1769644800,2026-01-29,65123.13662098115,65148119756
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1769558400,2026-01-28,65127.73440236269,65147226835
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1769472000,2026-01-27,65120.83768094678,65146343997
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1769385600,2026-01-26,65120.10367310463,65145470825
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1769299200,2026-01-25,65119.08284237414,65144607786
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1769212800,2026-01-24,65119.13425381837,65143754164
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1769126400,2026-01-23,65123.39083907274,65142909705
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1769040000,2026-01-22,65128.87434094325,65142074566
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768953600,2026-01-21,65126.46787367385,65141247930
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768867200,2026-01-20,65121.09326916709,65140527411
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768780800,2026-01-19,65126.23805259531,65139716703
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768694400,2026-01-18,65782.52213501299,65138905879
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768608000,2026-01-17,65337.288852915466,65344816682
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768521600,2026-01-16,65325.69326957783,65344006401
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768435200,2026-01-15,65729.13338145618,65744562254
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768348800,2026-01-14,65723.86812479848,65742900794
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768262400,2026-01-13,65724.36026629776,65741276411
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768176000,2026-01-12,65715.8833748738,65739708642
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768089600,2026-01-11,65820.19274914208,65798749788
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1768003200,2026-01-10,65786.50333024701,65803897782
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767916800,2026-01-09,65887.79312605305,65888840988
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767830400,2026-01-08,65872.91131007664,65888246007
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767744000,2026-01-07,65882.41251632014,65887655902
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767657600,2026-01-06,65872.77096434234,65887068721
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767571200,2026-01-05,65893.97107928563,65902718209
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767484800,2026-01-04,65898.82605338815,65902127674
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767398400,2026-01-03,66106.88196270619,66118496004
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767312000,2026-01-02,66266.96348469942,66278802417
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767225600,2026-01-01,66264.99606094188,66278285323
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767139200,2025-12-31,66270.76759249784,66277775188
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1767052800,2025-12-30,66268.38274704674,66277246760
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766966400,2025-12-29,66277.75354165713,66288714459
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766880000,2025-12-28,66285.48155516683,66288134171
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766793600,2025-12-27,66284.50267673313,66287505491
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766707200,2025-12-26,66298.61915175049,66286924827
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766620800,2025-12-25,66288.18222738944,66286329717
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766534400,2025-12-24,66266.80629308522,66285759815
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766448000,2025-12-23,66281.81380994064,66285207521
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766361600,2025-12-22,66285.39060216614,66284639691
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766275200,2025-12-21,66275.52455261207,66284059856
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766188800,2025-12-20,66275.97939017497,66286756537
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766102400,2025-12-19,66272.35065942322,66286172497
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1766016000,2025-12-18,66321.77363076607,66318968681
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765929600,2025-12-17,66318.63686805834,66317745624
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765843200,2025-12-16,66315.88579843377,66316421626
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765756800,2025-12-15,66319.6426230854,66315110110
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765670400,2025-12-14,66309.10761211863,66313788040
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765584000,2025-12-13,66295.39583014339,66311137792
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765497600,2025-12-12,66400.17281043655,66411961450
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765411200,2025-12-11,66401.96048670927,66409992457
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765324800,2025-12-10,66394.74121272612,66407881759
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765238400,2025-12-09,66398.05874370251,66409351762
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765152000,2025-12-08,66388.51135670563,66407752451
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1765065600,2025-12-07,66391.0233132944,66406404511
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764979200,2025-12-06,66385.46487874587,66405133522
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764892800,2025-12-05,66384.91278191541,66404021129
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764806400,2025-12-04,66389.99004289645,66403081524
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764720000,2025-12-03,66394.3574214031,66402268097
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764633600,2025-12-02,66388.54053819166,66401533651
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764547200,2025-12-01,66382.76924042564,66400939158
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764460800,2025-11-30,66380.48126284024,66400407987
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764374400,2025-11-29,66380.98550779885,66399940910
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764288000,2025-11-28,66379.7291812804,66399550544
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764201600,2025-11-27,66387.98316025366,66399193492
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764115200,2025-11-26,66375.05966110167,66398898020
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1764028800,2025-11-25,66378.8577172934,66398629613
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763942400,2025-11-24,66378.76000254099,66398405060
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763856000,2025-11-23,66379.96598162033,66398200936
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763769600,2025-11-22,66378.85398787749,66398030181
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763683200,2025-11-21,66381.970577538,66397874962
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763596800,2025-11-20,66377.0850449194,66397745129
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763510400,2025-11-19,66384.79768329805,66397629342
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763424000,2025-11-18,66380.65692658394,66401636313
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763337600,2025-11-17,66395.20906993508,66401550418
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763251200,2025-11-16,66396.01041658627,66401475258
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763164800,2025-11-15,66389.4478911033,66401409441
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1763078400,2025-11-14,66381.63719781146,66401351797
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762992000,2025-11-13,4592145.083330022,4593065970585
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762905600,2025-11-12,4593147.507991054,4594104817522
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762819200,2025-11-11,4577064.122571072,4577681320994
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762732800,2025-11-10,4603227.543190787,4604124307292
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762646400,2025-11-09,5122299.699590903,5123502152318
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762560000,2025-11-08,5918375.057760059,5918608701838
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762473600,2025-11-07,9291688.724283827,9292437044239
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762387200,2025-11-06,11658223.511519589,11660343945066
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762300800,2025-11-05,13208144.004001131,13211225125925
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762214400,2025-11-04,34737454.10419348,34746375366981
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762128000,2025-11-03,43251392.8481636,43264366620470
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1762041600,2025-11-02,43145126.42721633,43154605227271
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761955200,2025-11-01,39276580.95713401,39287825505239
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761868800,2025-10-31,34351022.34745595,34357815208777
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761782400,2025-10-30,35555036.56732458,35562148997124
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761696000,2025-10-29,36542932.32811624,36546544222446
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761609600,2025-10-28,35234638.676117234,35239149287226
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761523200,2025-10-27,35364024.3052072,35368593573811
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761436800,2025-10-26,35637647.45826124,35642487708092
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761350400,2025-10-25,35627387.927174576,35630922416048
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761264000,2025-10-24,36049995.14813986,36054163333002
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761177600,2025-10-23,37318992.84922425,37326348525445
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761091200,2025-10-22,37553262.53982289,37560237753504
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1761004800,2025-10-21,37546134.9581135,37549879876565
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760918400,2025-10-20,36997223.795663424,37003841951146
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760832000,2025-10-19,36864454.276174,36865561717648
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760745600,2025-10-18,36862270.17940519,36867408758838
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760659200,2025-10-17,36836430.161595136,36840397872446
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760572800,2025-10-16,37451912.79471377,37459339334908
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760486400,2025-10-15,37653260.31394917,37660507433907
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760400000,2025-10-14,37673093.7067908,37679876084486
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760313600,2025-10-13,38695493.37416329,38697493260615
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760227200,2025-10-12,39830151.57260028,39832047578065
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760140800,2025-10-11,43547887.199074216,43544799001929
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1760054400,2025-10-10,43931823.20309096,43943889755779
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1759968000,2025-10-09,44135966.13344277,44148820032162
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1759881600,2025-10-08,46005899.9407443,46017878854789
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1759795200,2025-10-07,45374099.41995569,45382923556326
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1759708800,2025-10-06,45989267.00554232,45998465439160
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1759622400,2025-10-05,45767118.281294964,45780607410695
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1759536000,2025-10-04,46147804.54275964,46163591567804
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1759449600,2025-10-03,45540795.25826538,45553295082436
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1759363200,2025-10-02,43174582.83072951,43187984062184
0x0f359fd18bda75e9c49bc027e7da59a4b01bf32a,Relend USDC,1,1759276800,2025-10-01,35991433.86784891,36004441552493
0xd63070114470f685b75b74d60eec7c1113d33a3d,MEV Capital USDC,1,1769817600,2026-01-31,21273375.323518753,21279879065722
0xd63070114470f685b75b74d60eec7c1113d33a3d,MEV Capital USDC,1,1769731200,2026-01-30,21913202.17747505,21919760413029
0xd63070114470f685b75b74d60eec7c1113d33a3d,MEV Capital USDC,1,1769644800,2026-01-29,20563175.984683026,20571064618872
